#GNV11
ref100,1,9569.997987582663,10264.324365469129,9413.030345975218,9570.007649622246,10264.354285968444,9413.035428147541,2020.3306034260524,2103,5.0,432073.78
ref100,2,9569.977485695046,10264.337995152782,9412.993211289451,9569.987147136444,10264.367916049774,9412.998292378288,2020.3306040395416,2103,5.0,432093.18
REF0200,1,0,0,0,0,0,0,2020.3306047355672,2103,5.0,432115.19
REF0200,2,0,0,0,0,0,0,2020.3306054679595,2103,5.0,432138.35
A015,1,0,0,0,0,0,0,2020.3306061924459,2103,5.0,432161.26
A015,2,0,0,0,0,0,0,2020.3306069330602,2103,5.0,432184.68
A016,1,0,0,0,0,0,0,2020.3306076578629,2103,5.0,432207.6
A016,2,0,0,0,0,0,0,2020.330608390255,2103,5.0,432230.76
A013,1,0,0,0,0,0,0,2020.330609146681,2103,5.0,432254.68
A013,2,0,0,0,0,0,0,2020.3306098872952,2103,5.0,432278.1
A014,1,0,0,0,0,0,0,2020.3306106117816,2103,5.0,432301.01
A014,2,0,0,0,0,0,0,2020.33061134449,2103,5.0,432324.18
A012,1,0,0,0,0,0,0,2020.3306120689765,2103,5.0,432347.09
A012,2,0,0,0,0,0,0,2020.3306128013687,2103,5.0,432370.25
A011,1,0,0,0,0,0,0,2020.3306135258551,2103,5.0,432393.16
A011,2,0,0,0,0,0,0,2020.3306142585636,2103,5.0,432416.33
A08,1,0,0,0,0,0,0,2020.3306149909558,2103,5.0,432439.49
A08,2,0,0,0,0,0,0,2020.3306157239804,2103,5.0,432462.67
A04,1,0,0,0,0,0,0,2020.3306164800902,2103,5.0,432486.58
A04,2,0,0,0,0,0,0,2020.3306172131147,2103,5.0,432509.76
A05,1,0,0,0,0,0,0,2020.3306179376011,2103,5.0,432532.67
A05,2,0,0,0,0,0,0,2020.3306186706259,2103,5.0,432555.85
A07,1,0,0,0,0,0,0,2020.3306193951123,2103,5.0,432578.76
A07,2,0,0,0,0,0,0,2020.3306201363591,2103,5.0,432602.2
A09,1,0,0,0,0,0,0,2020.330620860213,2103,5.0,432625.09
A09,2,0,0,0,0,0,0,2020.3306215926052,2103,5.0,432648.25
A010,1,0,0,0,0,0,0,2020.330622317408,2103,5.0,432671.17
A010,2,0,0,0,0,0,0,2020.3306230501164,2103,5.0,432694.34
A02,1,0,0,0,0,0,0,2020.3306237746028,2103,5.0,432717.25
A02,2,0,0,0,0,0,0,2020.330624506995,2103,5.0,432740.41
C02,1,0,0,0,0,0,0,2020.3306252314815,2103,5.0,432763.32
C02,2,0,0,0,0,0,0,2020.3306259638737,2103,5.0,432786.48
C01,1,0,0,0,0,0,0,2020.33062668836,2103,5.0,432809.39
C01,2,0,0,0,0,0,0,2020.3306274210686,2103,5.0,432832.56
C03,1,0,0,0,0,0,0,2020.330628145555,2103,5.0,432855.47
C03,2,0,0,0,0,0,0,2020.330628910203,2103,5.0,432879.65
C04,1,0,0,0,0,0,0,2020.3306296346893,2103,5.0,432902.56
C04,2,0,0,0,0,0,0,2020.3306303670815,2103,5.0,432925.72
D017,1,0,0,0,0,0,0,2020.3306310918842,2103,5.0,432948.64
D017,2,0,0,0,0,0,0,2020.3306318245927,2103,5.0,432971.81
